round,logged_at,accuracy,precision,recall,f1,false_positive_rate,false_negative_rate,tp,fp,tn,fn,loss_stability_mean,cross_layer_mean
1.0,2026-03-08T08:14:18.413639+00:00,0.47693399574166073,0.9841860465116279,0.08244369983635938,0.15214265171124533,0.0017505921120378953,0.9175563001636406,1058.0,17.0,9694.0,11775.0,1.0,0.7698301767807988
