n_clients,n_attackers,malicious_clients,aggregation,label_flip_rate,rounds,recall,false_positive_rate,accuracy,f1
30,5,"7,8,26,27,29",trimmed_mean,0.3,3,0.3918023844775189,0.8168056842755638,0.3019428672817601,0.3898732214166634
30,10,"3,4,5,6,14,15,16,17,23,26",trimmed_mean,0.3,3,0.3918023844775189,0.8168056842755638,0.3019428672817601,0.3898732214166634
