n_clients,n_attackers,malicious_clients,aggregation,label_flip_rate,rounds,recall,false_positive_rate,accuracy,f1
30,5,"7,8,26,27,29",fedavg,0.3,3,0.6614197771370685,0.07187725260014417,0.7763041163946061,0.7709705254552887
30,10,"3,4,5,6,14,15,16,17,23,26",fedavg,0.3,3,0.65814696485623,0.07074451652764906,0.7749290276792051,0.7690066466357097
30,15,"2,5,7,9,10,11,12,15,16,19,23,24,25,26,29",fedavg,0.3,3,0.6599392192004987,0.07146534857378231,0.7756387508871541,0.7700490998363339
