round,logged_at,accuracy,precision,recall,f1,false_positive_rate,false_negative_rate,tp,fp,tn,fn,loss_stability_mean,cross_layer_mean
1.0,2026-03-08T08:11:36.275446+00:00,0.38883960255500355,0.46579804560260585,0.5014415958856074,0.4829630741519063,0.7599629286376274,0.49855840411439256,6435.0,7380.0,2331.0,6398.0,1.0,0.7698301767807988
