round,logged_at,accuracy,precision,recall,f1,false_positive_rate,false_negative_rate,tp,fp,tn,fn,loss_stability_mean,cross_layer_mean
1.0,2026-03-08T08:17:08.517275+00:00,0.560193399574166,0.5656793013414964,0.9791942647860984,0.7170941878049476,0.9935125115848007,0.02080573521390166,12566.0,9648.0,63.0,267.0,1.0,0.7698301767807988
