run_name,round,logged_at,accuracy,precision,recall,f1,false_positive_rate,loss_stability_mean,cross_layer_mean,false_negative_rate,tp,fp,tn,fn,cosine_sim_min,cosine_sim_mean,trust_min,trust_mean,dropped_clients
20260308_081402,1,2026-03-08 08:14:02.820948+00:00,0.5566666666666661,0.5566666666666661,1.0,0.7152034261241971,1.0,0.9984208296843861,0.770741763550151,0.0,835.0,665.0,0.0,0.0,,,,,
20260308_081403,1,2026-03-08 08:14:03.921310+00:00,0.5566666666666661,0.5566666666666661,1.0,0.7152034261241971,1.0,0.9984208296843861,0.770741763550151,0.0,835.0,665.0,0.0,0.0,,,,,
20260308_081414,1,2026-03-08 08:14:18.413639+00:00,0.47693399574166,0.9841860465116271,0.082443699836359,0.15214265171124502,0.0017505921120370002,1.0,0.769830176780798,0.9175563001636401,1058.0,17.0,9694.0,11775.0,,,,,
20260308_081702,1,2026-03-08 08:17:08.517275+00:00,0.560193399574166,0.565679301341496,0.9791942647860981,0.717094187804947,0.9935125115848,1.0,0.769830176780798,0.020805735213901,12566.0,9648.0,63.0,267.0,,,,,
20260308_081810,1,2026-03-08 08:18:14.674713+00:00,0.30194286728176,0.387962962962962,0.39180238447751803,0.38987322141666303,0.8168056842755631,1.0,0.769830176780798,0.6081976155224811,5028.0,7932.0,1779.0,7805.0,,,,,
20260308_081810,2,2026-03-08 08:18:16.216722+00:00,0.30194286728176,0.387962962962962,0.39180238447751803,0.38987322141666303,0.8168056842755631,1.0,0.769830176780798,0.6081976155224811,5028.0,7932.0,1779.0,7805.0,,,,,
20260308_081810,3,2026-03-08 08:18:18.981269+00:00,0.30194286728176,0.387962962962962,0.39180238447751803,0.38987322141666303,0.8168056842755631,1.0,0.769830176780798,0.6081976155224811,5028.0,7932.0,1779.0,7805.0,,,,,
20260308_081820,1,2026-03-08 08:18:21.592598+00:00,0.30194286728176,0.387962962962962,0.39180238447751803,0.38987322141666303,0.8168056842755631,1.0,0.769830176780798,0.6081976155224811,5028.0,7932.0,1779.0,7805.0,,,,,
20260308_081820,2,2026-03-08 08:18:23.301123+00:00,0.30194286728176,0.387962962962962,0.39180238447751803,0.38987322141666303,0.8168056842755631,1.0,0.769830176780798,0.6081976155224811,5028.0,7932.0,1779.0,7805.0,,,,,
20260308_081820,3,2026-03-08 08:18:26.030200+00:00,0.30194286728176,0.387962962962962,0.39180238447751803,0.38987322141666303,0.8168056842755631,1.0,0.769830176780798,0.6081976155224811,5028.0,7932.0,1779.0,7805.0,,,,,
20260308_081826,1,2026-03-08 08:18:28.345036+00:00,0.30194286728176,0.387962962962962,0.39180238447751803,0.38987322141666303,0.8168056842755631,1.0,0.769830176780798,0.6081976155224811,5028.0,7932.0,1779.0,7805.0,,,,,
20260308_081826,2,2026-03-08 08:18:29.851094+00:00,0.30194286728176,0.387962962962962,0.39180238447751803,0.38987322141666303,0.8168056842755631,1.0,0.769830176780798,0.6081976155224811,5028.0,7932.0,1779.0,7805.0,,,,,
20260308_081826,3,2026-03-08 08:18:32.223659+00:00,0.30194286728176,0.387962962962962,0.39180238447751803,0.38987322141666303,0.8168056842755631,1.0,0.769830176780798,0.6081976155224811,5028.0,7932.0,1779.0,7805.0,,,,,
20260611_052058,1,2026-06-11 05:21:02.259930+00:00,0.557,0.556778389194597,1.0,0.715295629820051,0.9988726042841031,1.0,0.7743343636222231,0.0,1113.0,886.0,1.0,0.0,,,,,
20260611_052058,2,2026-06-11 05:21:02.615527+00:00,0.557,0.556778389194597,1.0,0.715295629820051,0.9988726042841031,1.0,0.7743343636222231,0.0,1113.0,886.0,1.0,0.0,,,,,
20260611_052104,1,2026-06-11 05:21:05.986688+00:00,0.5566666666666661,0.5566666666666661,1.0,0.7152034261241971,1.0,0.9984208296843861,0.770741763550151,0.0,835.0,665.0,0.0,0.0,,,,,
20260611_052106,1,2026-06-11 05:21:07.902185+00:00,0.5566666666666661,0.5566666666666661,1.0,0.7152034261241971,1.0,0.9984208296843861,0.770741763550151,0.0,835.0,665.0,0.0,0.0,0.19191655156849002,0.732840235042136,0.738258156312927,0.875500707069168,1.0
20260611_052108,1,2026-06-11 05:21:10.128646+00:00,0.5566666666666661,0.5566666666666661,1.0,0.7152034261241971,1.0,0.9984208296843861,0.770741763550151,0.0,835.0,665.0,0.0,0.0,,,,,
20260611_052406,1,2026-06-11 05:24:08.732793+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052406,2,2026-06-11 05:24:10.032855+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052406,3,2026-06-11 05:24:11.826655+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052406,4,2026-06-11 05:24:13.724631+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052406,5,2026-06-11 05:24:14.672842+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052415,1,2026-06-11 05:24:16.857195+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052415,2,2026-06-11 05:24:18.353176+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052415,3,2026-06-11 05:24:19.874888+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052415,4,2026-06-11 05:24:20.744078+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052415,5,2026-06-11 05:24:22.124162+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052451,1,2026-06-11 05:24:53.611308+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052451,2,2026-06-11 05:24:55.173529+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052451,3,2026-06-11 05:24:56.295878+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052451,4,2026-06-11 05:24:57.278830+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052451,5,2026-06-11 05:24:58.823655+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052459,1,2026-06-11 05:25:00.965883+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052459,2,2026-06-11 05:25:02.111286+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052459,3,2026-06-11 05:25:03.088733+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052459,4,2026-06-11 05:25:05.110601+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052459,5,2026-06-11 05:25:07.504209+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,,,,,
20260611_052517,1,2026-06-11 05:25:18.999312+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,0.38948709547666605,0.7155206821365021,0.7751516516448781,0.8713377147293251,1.0
20260611_052517,2,2026-06-11 05:25:20.156749+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,0.45208062183283804,0.7144874668552561,0.790800033233921,0.8710794109090131,1.0
20260611_052517,3,2026-06-11 05:25:21.554376+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,0.34000135547619903,0.714769163591204,0.762780216644761,0.871149835093001,1.0
20260611_052517,4,2026-06-11 05:25:22.420554+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,0.43678951339833105,0.715723790717052,0.786977256125294,0.8713884918744621,1.0
20260611_052517,5,2026-06-11 05:25:23.459523+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,0.5336136038995071,0.7241759485325521,0.8100280399149331,0.8735015313283371,1.0
20260611_052524,1,2026-06-11 05:25:25.449329+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,0.495150289880642,0.708394879760448,0.7936932622159001,0.8695562641353111,1.0
20260611_052524,2,2026-06-11 05:25:26.737724+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,0.46852762745626503,0.7090080281915381,0.789760782444582,0.869709551243084,1.0
20260611_052524,3,2026-06-11 05:25:27.634564+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,0.42992225033675,0.710581494747834,0.7773862523299271,0.8701029178821581,1.0
20260611_052524,4,2026-06-11 05:25:28.564889+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,0.451513883948561,0.713193316745053,0.7855073465676561,0.8707558733814631,1.0
20260611_052524,5,2026-06-11 05:25:29.806849+00:00,0.5692423704755141,0.5692423704755141,1.0,0.7254996183961331,1.0,1.0,0.769830176780798,0.0,12833.0,9711.0,0.0,0.0,0.464263321233484,0.7106865541120471,0.7859715200541101,0.870129182723211,1.0
