round,logged_at,accuracy,precision,recall,f1,false_positive_rate,false_negative_rate,tp,fp,tn,fn,loss_stability_mean,cross_layer_mean
1.0,2026-03-08T08:14:01.115015+00:00,0.557,0.5567783891945973,1.0,0.7152956298200515,0.9988726042841037,0.0,1113.0,886.0,1.0,0.0,1.0,0.7743343636222235
2.0,2026-03-08T08:14:01.237881+00:00,0.557,0.5567783891945973,1.0,0.7152956298200515,0.9988726042841037,0.0,1113.0,886.0,1.0,0.0,1.0,0.7743343636222235
