round,logged_at,accuracy,precision,recall,f1,false_positive_rate,false_negative_rate,tp,fp,tn,fn,loss_stability_mean,cross_layer_mean
1.0,2026-03-08T08:18:14.674713+00:00,0.3019428672817601,0.38796296296296295,0.3918023844775189,0.3898732214166634,0.8168056842755638,0.6081976155224811,5028.0,7932.0,1779.0,7805.0,1.0,0.7698301767807988
2.0,2026-03-08T08:18:16.216722+00:00,0.3019428672817601,0.38796296296296295,0.3918023844775189,0.3898732214166634,0.8168056842755638,0.6081976155224811,5028.0,7932.0,1779.0,7805.0,1.0,0.7698301767807988
3.0,2026-03-08T08:18:18.981269+00:00,0.3019428672817601,0.38796296296296295,0.3918023844775189,0.3898732214166634,0.8168056842755638,0.6081976155224811,5028.0,7932.0,1779.0,7805.0,1.0,0.7698301767807988
